,CUID,Species,Year,LGL counts,Total run,Region
1,401,Chinook,1950,NA,NA,Nass
2,402,Chinook,1950,NA,NA,Nass
3,405,Chum,1950,NA,NA,Nass
4,406,Chum,1950,NA,NA,Nass
5,404,Chum,1950,NA,NA,Nass
6,408,Coho,1950,NA,NA,Nass
7,410,Coho,1950,NA,NA,Nass
8,409,Coho,1950,NA,NA,Nass
9,414,Pink (Odd),1950,NA,NA,Nass
10,219,Pink (Even),1950,NA,NA,Nass
11,412,Pink (Even),1950,NA,NA,Nass
12,415,Pink (Odd),1950,NA,NA,Nass
13,420,Lake Sockeye,1950,NA,NA,Nass
14,418,Lake Sockeye,1950,NA,NA,Nass
15,421,Lake Sockeye,1950,NA,NA,Nass
16,422,Lake Sockeye,1950,NA,NA,Nass
17,423,Lake Sockeye,1950,NA,NA,Nass
18,419,Lake Sockeye,1950,NA,NA,Nass
19,424,Lake Sockeye,1950,NA,NA,Nass
20,425,Lake Sockeye,1950,NA,NA,Nass
21,426,River Sockeye,1950,NA,NA,Nass
22,427,River Sockeye,1950,NA,NA,Nass
23,401,Chinook,1951,NA,NA,Nass
24,402,Chinook,1951,NA,NA,Nass
25,405,Chum,1951,NA,NA,Nass
26,406,Chum,1951,NA,NA,Nass
27,404,Chum,1951,NA,NA,Nass
28,408,Coho,1951,NA,NA,Nass
29,410,Coho,1951,NA,NA,Nass
30,409,Coho,1951,NA,NA,Nass
31,414,Pink (Odd),1951,NA,NA,Nass
32,219,Pink (Even),1951,NA,NA,Nass
33,412,Pink (Even),1951,NA,NA,Nass
34,415,Pink (Odd),1951,NA,NA,Nass
35,420,Lake Sockeye,1951,NA,NA,Nass
36,418,Lake Sockeye,1951,NA,NA,Nass
37,421,Lake Sockeye,1951,NA,NA,Nass
38,422,Lake Sockeye,1951,NA,NA,Nass
39,423,Lake Sockeye,1951,NA,NA,Nass
40,419,Lake Sockeye,1951,NA,NA,Nass
41,424,Lake Sockeye,1951,NA,NA,Nass
42,425,Lake Sockeye,1951,NA,NA,Nass
43,426,River Sockeye,1951,NA,NA,Nass
44,427,River Sockeye,1951,NA,NA,Nass
45,401,Chinook,1952,NA,NA,Nass
46,402,Chinook,1952,NA,NA,Nass
47,405,Chum,1952,NA,NA,Nass
48,406,Chum,1952,NA,NA,Nass
49,404,Chum,1952,NA,NA,Nass
50,408,Coho,1952,NA,NA,Nass
51,410,Coho,1952,NA,NA,Nass
52,409,Coho,1952,NA,NA,Nass
53,414,Pink (Odd),1952,NA,NA,Nass
54,219,Pink (Even),1952,NA,NA,Nass
55,412,Pink (Even),1952,NA,NA,Nass
56,415,Pink (Odd),1952,NA,NA,Nass
57,420,Lake Sockeye,1952,NA,NA,Nass
58,418,Lake Sockeye,1952,NA,NA,Nass
59,421,Lake Sockeye,1952,NA,NA,Nass
60,422,Lake Sockeye,1952,NA,NA,Nass
61,423,Lake Sockeye,1952,NA,NA,Nass
62,419,Lake Sockeye,1952,NA,NA,Nass
63,424,Lake Sockeye,1952,NA,NA,Nass
64,425,Lake Sockeye,1952,NA,NA,Nass
65,426,River Sockeye,1952,NA,NA,Nass
66,427,River Sockeye,1952,NA,NA,Nass
67,401,Chinook,1953,NA,NA,Nass
68,402,Chinook,1953,NA,NA,Nass
69,405,Chum,1953,NA,NA,Nass
70,406,Chum,1953,NA,NA,Nass
71,404,Chum,1953,NA,NA,Nass
72,408,Coho,1953,NA,NA,Nass
73,410,Coho,1953,NA,NA,Nass
74,409,Coho,1953,NA,NA,Nass
75,414,Pink (Odd),1953,NA,NA,Nass
76,219,Pink (Even),1953,NA,NA,Nass
77,412,Pink (Even),1953,NA,NA,Nass
78,415,Pink (Odd),1953,NA,NA,Nass
79,420,Lake Sockeye,1953,NA,NA,Nass
80,418,Lake Sockeye,1953,NA,NA,Nass
81,421,Lake Sockeye,1953,NA,NA,Nass
82,422,Lake Sockeye,1953,NA,NA,Nass
83,423,Lake Sockeye,1953,NA,NA,Nass
84,419,Lake Sockeye,1953,NA,NA,Nass
85,424,Lake Sockeye,1953,NA,NA,Nass
86,425,Lake Sockeye,1953,NA,NA,Nass
87,426,River Sockeye,1953,NA,NA,Nass
88,427,River Sockeye,1953,NA,NA,Nass
89,401,Chinook,1954,NA,NA,Nass
90,402,Chinook,1954,NA,NA,Nass
91,405,Chum,1954,NA,NA,Nass
92,406,Chum,1954,15177,27407,Nass
93,404,Chum,1954,21170,38229,Nass
94,408,Coho,1954,NA,NA,Nass
95,410,Coho,1954,NA,NA,Nass
96,409,Coho,1954,NA,NA,Nass
97,414,Pink (Odd),1954,NA,NA,Nass
98,219,Pink (Even),1954,843146,1522547,Nass
99,412,Pink (Even),1954,NA,NA,Nass
100,415,Pink (Odd),1954,NA,NA,Nass
101,420,Lake Sockeye,1954,NA,NA,Nass
102,418,Lake Sockeye,1954,NA,NA,Nass
103,421,Lake Sockeye,1954,NA,NA,Nass
104,422,Lake Sockeye,1954,NA,NA,Nass
105,423,Lake Sockeye,1954,NA,NA,Nass
106,419,Lake Sockeye,1954,NA,NA,Nass
107,424,Lake Sockeye,1954,NA,NA,Nass
108,425,Lake Sockeye,1954,NA,NA,Nass
109,426,River Sockeye,1954,NA,NA,Nass
110,427,River Sockeye,1954,NA,NA,Nass
111,401,Chinook,1955,NA,NA,Nass
112,402,Chinook,1955,NA,NA,Nass
113,405,Chum,1955,NA,NA,Nass
114,406,Chum,1955,7630,13610,Nass
115,404,Chum,1955,4218,7523,Nass
116,408,Coho,1955,NA,NA,Nass
117,410,Coho,1955,NA,NA,Nass
118,409,Coho,1955,NA,NA,Nass
119,414,Pink (Odd),1955,61559,109804,Nass
120,219,Pink (Even),1955,NA,NA,Nass
121,412,Pink (Even),1955,NA,NA,Nass
122,415,Pink (Odd),1955,NA,NA,Nass
123,420,Lake Sockeye,1955,NA,NA,Nass
124,418,Lake Sockeye,1955,NA,NA,Nass
125,421,Lake Sockeye,1955,NA,NA,Nass
126,422,Lake Sockeye,1955,NA,NA,Nass
127,423,Lake Sockeye,1955,NA,NA,Nass
128,419,Lake Sockeye,1955,NA,NA,Nass
129,424,Lake Sockeye,1955,NA,NA,Nass
130,425,Lake Sockeye,1955,NA,NA,Nass
131,426,River Sockeye,1955,NA,NA,Nass
132,427,River Sockeye,1955,NA,NA,Nass
133,401,Chinook,1956,NA,NA,Nass
134,402,Chinook,1956,NA,NA,Nass
135,405,Chum,1956,NA,NA,Nass
136,406,Chum,1956,37119,93851,Nass
137,404,Chum,1956,17807,45024,Nass
138,408,Coho,1956,NA,NA,Nass
139,410,Coho,1956,NA,NA,Nass
140,409,Coho,1956,NA,NA,Nass
141,414,Pink (Odd),1956,NA,NA,Nass
142,219,Pink (Even),1956,493389,1247491,Nass
143,412,Pink (Even),1956,NA,NA,Nass
144,415,Pink (Odd),1956,NA,NA,Nass
145,420,Lake Sockeye,1956,NA,NA,Nass
146,418,Lake Sockeye,1956,NA,NA,Nass
147,421,Lake Sockeye,1956,NA,NA,Nass
148,422,Lake Sockeye,1956,NA,NA,Nass
149,423,Lake Sockeye,1956,NA,NA,Nass
150,419,Lake Sockeye,1956,NA,NA,Nass
151,424,Lake Sockeye,1956,NA,NA,Nass
152,425,Lake Sockeye,1956,NA,NA,Nass
153,426,River Sockeye,1956,NA,NA,Nass
154,427,River Sockeye,1956,NA,NA,Nass
155,401,Chinook,1957,NA,NA,Nass
156,402,Chinook,1957,NA,NA,Nass
157,405,Chum,1957,NA,NA,Nass
158,406,Chum,1957,56252,118652,Nass
159,404,Chum,1957,32417,68376,Nass
160,408,Coho,1957,NA,NA,Nass
161,410,Coho,1957,NA,NA,Nass
162,409,Coho,1957,NA,NA,Nass
163,414,Pink (Odd),1957,44822,94541,Nass
164,219,Pink (Even),1957,NA,NA,Nass
165,412,Pink (Even),1957,NA,NA,Nass
166,415,Pink (Odd),1957,NA,NA,Nass
167,420,Lake Sockeye,1957,NA,NA,Nass
168,418,Lake Sockeye,1957,NA,NA,Nass
169,421,Lake Sockeye,1957,NA,NA,Nass
170,422,Lake Sockeye,1957,NA,NA,Nass
171,423,Lake Sockeye,1957,NA,NA,Nass
172,419,Lake Sockeye,1957,NA,NA,Nass
173,424,Lake Sockeye,1957,NA,NA,Nass
174,425,Lake Sockeye,1957,NA,NA,Nass
175,426,River Sockeye,1957,NA,NA,Nass
176,427,River Sockeye,1957,NA,NA,Nass
177,401,Chinook,1958,NA,NA,Nass
178,402,Chinook,1958,NA,NA,Nass
179,405,Chum,1958,67749,127522,Nass
180,406,Chum,1958,61534,115824,Nass
181,404,Chum,1958,22328,42027,Nass
182,408,Coho,1958,NA,NA,Nass
183,410,Coho,1958,NA,NA,Nass
184,409,Coho,1958,NA,NA,Nass
185,414,Pink (Odd),1958,NA,NA,Nass
186,219,Pink (Even),1958,530174,997927,Nass
187,412,Pink (Even),1958,NA,NA,Nass
188,415,Pink (Odd),1958,NA,NA,Nass
189,420,Lake Sockeye,1958,NA,NA,Nass
190,418,Lake Sockeye,1958,NA,NA,Nass
191,421,Lake Sockeye,1958,NA,NA,Nass
192,422,Lake Sockeye,1958,NA,NA,Nass
193,423,Lake Sockeye,1958,NA,NA,Nass
194,419,Lake Sockeye,1958,NA,NA,Nass
195,424,Lake Sockeye,1958,NA,NA,Nass
196,425,Lake Sockeye,1958,NA,NA,Nass
197,426,River Sockeye,1958,NA,NA,Nass
198,427,River Sockeye,1958,NA,NA,Nass
199,401,Chinook,1959,NA,NA,Nass
200,402,Chinook,1959,NA,NA,Nass
201,405,Chum,1959,149049,261939,Nass
202,406,Chum,1959,191176,335973,Nass
203,404,Chum,1959,15014,26386,Nass
204,408,Coho,1959,NA,NA,Nass
205,410,Coho,1959,NA,NA,Nass
206,409,Coho,1959,NA,NA,Nass
207,414,Pink (Odd),1959,284809,500526,Nass
208,219,Pink (Even),1959,NA,NA,Nass
209,412,Pink (Even),1959,NA,NA,Nass
210,415,Pink (Odd),1959,NA,NA,Nass
211,420,Lake Sockeye,1959,NA,NA,Nass
212,418,Lake Sockeye,1959,NA,NA,Nass
213,421,Lake Sockeye,1959,NA,NA,Nass
214,422,Lake Sockeye,1959,NA,NA,Nass
215,423,Lake Sockeye,1959,NA,NA,Nass
216,419,Lake Sockeye,1959,NA,NA,Nass
217,424,Lake Sockeye,1959,NA,NA,Nass
218,425,Lake Sockeye,1959,NA,NA,Nass
219,426,River Sockeye,1959,NA,NA,Nass
220,427,River Sockeye,1959,NA,NA,Nass
221,401,Chinook,1960,NA,NA,Nass
222,402,Chinook,1960,NA,NA,Nass
223,405,Chum,1960,94849,159979,Nass
224,406,Chum,1960,57023,96180,Nass
225,404,Chum,1960,16567,27943,Nass
226,408,Coho,1960,NA,NA,Nass
227,410,Coho,1960,NA,NA,Nass
228,409,Coho,1960,NA,NA,Nass
229,414,Pink (Odd),1960,NA,NA,Nass
230,219,Pink (Even),1960,380814,642308,Nass
231,412,Pink (Even),1960,NA,NA,Nass
232,415,Pink (Odd),1960,NA,NA,Nass
233,420,Lake Sockeye,1960,NA,NA,Nass
234,418,Lake Sockeye,1960,NA,NA,Nass
235,421,Lake Sockeye,1960,NA,NA,Nass
236,422,Lake Sockeye,1960,NA,NA,Nass
237,423,Lake Sockeye,1960,NA,NA,Nass
238,419,Lake Sockeye,1960,NA,NA,Nass
239,424,Lake Sockeye,1960,NA,NA,Nass
240,425,Lake Sockeye,1960,NA,NA,Nass
241,426,River Sockeye,1960,NA,NA,Nass
242,427,River Sockeye,1960,NA,NA,Nass
243,401,Chinook,1961,NA,NA,Nass
244,402,Chinook,1961,NA,NA,Nass
245,405,Chum,1961,203248,340284,Nass
246,406,Chum,1961,92384,154672,Nass
247,404,Chum,1961,21161,35429,Nass
248,408,Coho,1961,NA,NA,Nass
249,410,Coho,1961,NA,NA,Nass
250,409,Coho,1961,NA,NA,Nass
251,414,Pink (Odd),1961,397838,666072,Nass
252,219,Pink (Even),1961,NA,NA,Nass
253,412,Pink (Even),1961,NA,NA,Nass
254,415,Pink (Odd),1961,NA,NA,Nass
255,420,Lake Sockeye,1961,NA,NA,Nass
256,418,Lake Sockeye,1961,NA,NA,Nass
257,421,Lake Sockeye,1961,NA,NA,Nass
258,422,Lake Sockeye,1961,NA,NA,Nass
259,423,Lake Sockeye,1961,NA,NA,Nass
260,419,Lake Sockeye,1961,NA,NA,Nass
261,424,Lake Sockeye,1961,NA,NA,Nass
262,425,Lake Sockeye,1961,NA,NA,Nass
263,426,River Sockeye,1961,NA,NA,Nass
264,427,River Sockeye,1961,NA,NA,Nass
265,401,Chinook,1962,NA,NA,Nass
266,402,Chinook,1962,NA,NA,Nass
267,405,Chum,1962,NA,NA,Nass
268,406,Chum,1962,6537,9402,Nass
269,404,Chum,1962,61409,88326,Nass
270,408,Coho,1962,NA,NA,Nass
271,410,Coho,1962,NA,NA,Nass
272,409,Coho,1962,NA,NA,Nass
273,414,Pink (Odd),1962,NA,NA,Nass
274,219,Pink (Even),1962,1892597,2722172,Nass
275,412,Pink (Even),1962,NA,NA,Nass
276,415,Pink (Odd),1962,NA,NA,Nass
277,420,Lake Sockeye,1962,NA,NA,Nass
278,418,Lake Sockeye,1962,NA,NA,Nass
279,421,Lake Sockeye,1962,NA,NA,Nass
280,422,Lake Sockeye,1962,NA,NA,Nass
281,423,Lake Sockeye,1962,NA,NA,Nass
282,419,Lake Sockeye,1962,NA,NA,Nass
283,424,Lake Sockeye,1962,NA,NA,Nass
284,425,Lake Sockeye,1962,NA,NA,Nass
285,426,River Sockeye,1962,NA,NA,Nass
286,427,River Sockeye,1962,NA,NA,Nass
287,401,Chinook,1963,NA,NA,Nass
288,402,Chinook,1963,NA,NA,Nass
289,405,Chum,1963,54200,69722,Nass
290,406,Chum,1963,51635,66422,Nass
291,404,Chum,1963,40165,51668,Nass
292,408,Coho,1963,NA,NA,Nass
293,410,Coho,1963,NA,NA,Nass
294,409,Coho,1963,NA,NA,Nass
295,414,Pink (Odd),1963,323136,415679,Nass
296,219,Pink (Even),1963,NA,NA,Nass
297,412,Pink (Even),1963,NA,NA,Nass
298,415,Pink (Odd),1963,NA,NA,Nass
299,420,Lake Sockeye,1963,NA,NA,Nass
300,418,Lake Sockeye,1963,NA,NA,Nass
301,421,Lake Sockeye,1963,NA,NA,Nass
302,422,Lake Sockeye,1963,NA,NA,Nass
303,423,Lake Sockeye,1963,NA,NA,Nass
304,419,Lake Sockeye,1963,NA,NA,Nass
305,424,Lake Sockeye,1963,NA,NA,Nass
306,425,Lake Sockeye,1963,NA,NA,Nass
307,426,River Sockeye,1963,NA,NA,Nass
308,427,River Sockeye,1963,NA,NA,Nass
309,401,Chinook,1964,NA,NA,Nass
310,402,Chinook,1964,NA,NA,Nass
311,405,Chum,1964,406496,611433,Nass
312,406,Chum,1964,50879,76530,Nass
313,404,Chum,1964,75517,113589,Nass
314,408,Coho,1964,NA,NA,Nass
315,410,Coho,1964,NA,NA,Nass
316,409,Coho,1964,NA,NA,Nass
317,414,Pink (Odd),1964,NA,NA,Nass
318,219,Pink (Even),1964,3132561,4711853,Nass
319,412,Pink (Even),1964,NA,NA,Nass
320,415,Pink (Odd),1964,NA,NA,Nass
321,420,Lake Sockeye,1964,NA,NA,Nass
322,418,Lake Sockeye,1964,NA,NA,Nass
323,421,Lake Sockeye,1964,NA,NA,Nass
324,422,Lake Sockeye,1964,NA,NA,Nass
325,423,Lake Sockeye,1964,NA,NA,Nass
326,419,Lake Sockeye,1964,NA,NA,Nass
327,424,Lake Sockeye,1964,NA,NA,Nass
328,425,Lake Sockeye,1964,NA,NA,Nass
329,426,River Sockeye,1964,NA,NA,Nass
330,427,River Sockeye,1964,NA,NA,Nass
331,401,Chinook,1965,NA,NA,Nass
332,402,Chinook,1965,NA,NA,Nass
333,405,Chum,1965,54200,97860,Nass
334,406,Chum,1965,21776,39318,Nass
335,404,Chum,1965,22310,40282,Nass
336,408,Coho,1965,NA,NA,Nass
337,410,Coho,1965,NA,NA,Nass
338,409,Coho,1965,NA,NA,Nass
339,414,Pink (Odd),1965,411951,743798,Nass
340,219,Pink (Even),1965,NA,NA,Nass
341,412,Pink (Even),1965,NA,NA,Nass
342,415,Pink (Odd),1965,NA,NA,Nass
343,420,Lake Sockeye,1965,NA,NA,Nass
344,418,Lake Sockeye,1965,NA,NA,Nass
345,421,Lake Sockeye,1965,NA,NA,Nass
346,422,Lake Sockeye,1965,NA,NA,Nass
347,423,Lake Sockeye,1965,NA,NA,Nass
348,419,Lake Sockeye,1965,NA,NA,Nass
349,424,Lake Sockeye,1965,NA,NA,Nass
350,425,Lake Sockeye,1965,NA,NA,Nass
351,426,River Sockeye,1965,NA,NA,Nass
352,427,River Sockeye,1965,NA,NA,Nass
353,401,Chinook,1966,NA,NA,Nass
354,402,Chinook,1966,NA,NA,Nass
355,405,Chum,1966,203248,320647,Nass
356,406,Chum,1966,14847,23424,Nass
357,404,Chum,1966,33194,52367,Nass
358,408,Coho,1966,NA,NA,Nass
359,410,Coho,1966,NA,NA,Nass
360,409,Coho,1966,NA,NA,Nass
361,414,Pink (Odd),1966,NA,NA,Nass
362,219,Pink (Even),1966,1577170,2488165,Nass
363,412,Pink (Even),1966,NA,NA,Nass
364,415,Pink (Odd),1966,NA,NA,Nass
365,420,Lake Sockeye,1966,NA,NA,Nass
366,418,Lake Sockeye,1966,NA,NA,Nass
367,421,Lake Sockeye,1966,NA,NA,Nass
368,422,Lake Sockeye,1966,NA,NA,Nass
369,423,Lake Sockeye,1966,NA,NA,Nass
370,419,Lake Sockeye,1966,NA,NA,Nass
371,424,Lake Sockeye,1966,NA,NA,Nass
372,425,Lake Sockeye,1966,NA,NA,Nass
373,426,River Sockeye,1966,NA,NA,Nass
374,427,River Sockeye,1966,NA,NA,Nass
375,401,Chinook,1967,NA,NA,Nass
376,402,Chinook,1967,NA,NA,Nass
377,405,Chum,1967,203248,464743,Nass
378,406,Chum,1967,13717,31364,Nass
379,404,Chum,1967,23134,52898,Nass
380,408,Coho,1967,NA,NA,Nass
381,410,Coho,1967,NA,NA,Nass
382,409,Coho,1967,NA,NA,Nass
383,414,Pink (Odd),1967,88377,202081,Nass
384,219,Pink (Even),1967,NA,NA,Nass
385,412,Pink (Even),1967,NA,NA,Nass
386,415,Pink (Odd),1967,NA,NA,Nass
387,420,Lake Sockeye,1967,NA,NA,Nass
388,418,Lake Sockeye,1967,NA,NA,Nass
389,421,Lake Sockeye,1967,NA,NA,Nass
390,422,Lake Sockeye,1967,NA,NA,Nass
391,423,Lake Sockeye,1967,NA,NA,Nass
392,419,Lake Sockeye,1967,NA,NA,Nass
393,424,Lake Sockeye,1967,NA,NA,Nass
394,425,Lake Sockeye,1967,NA,NA,Nass
395,426,River Sockeye,1967,NA,NA,Nass
396,427,River Sockeye,1967,NA,NA,Nass
397,401,Chinook,1968,NA,NA,Nass
398,402,Chinook,1968,NA,NA,Nass
399,405,Chum,1968,6775,12000,Nass
400,406,Chum,1968,24348,43126,Nass
401,404,Chum,1968,44180,78252,Nass
402,408,Coho,1968,NA,NA,Nass
403,410,Coho,1968,NA,NA,Nass
404,409,Coho,1968,NA,NA,Nass
405,414,Pink (Odd),1968,NA,NA,Nass
406,219,Pink (Even),1968,2807509,4972719,Nass
407,412,Pink (Even),1968,NA,NA,Nass
408,415,Pink (Odd),1968,NA,NA,Nass
409,420,Lake Sockeye,1968,NA,NA,Nass
410,418,Lake Sockeye,1968,NA,NA,Nass
411,421,Lake Sockeye,1968,NA,NA,Nass
412,422,Lake Sockeye,1968,NA,NA,Nass
413,423,Lake Sockeye,1968,NA,NA,Nass
414,419,Lake Sockeye,1968,NA,NA,Nass
415,424,Lake Sockeye,1968,NA,NA,Nass
416,425,Lake Sockeye,1968,NA,NA,Nass
417,426,River Sockeye,1968,NA,NA,Nass
418,427,River Sockeye,1968,NA,NA,Nass
419,401,Chinook,1969,NA,NA,Nass
420,402,Chinook,1969,NA,NA,Nass
421,405,Chum,1969,NA,NA,Nass
422,406,Chum,1969,9898,16994,Nass
423,404,Chum,1969,26555,45592,Nass
424,408,Coho,1969,NA,NA,Nass
425,410,Coho,1969,NA,NA,Nass
426,409,Coho,1969,NA,NA,Nass
427,414,Pink (Odd),1969,76708,131699,Nass
428,219,Pink (Even),1969,NA,NA,Nass
429,412,Pink (Even),1969,NA,NA,Nass
430,415,Pink (Odd),1969,NA,NA,Nass
431,420,Lake Sockeye,1969,NA,NA,Nass
432,418,Lake Sockeye,1969,NA,NA,Nass
433,421,Lake Sockeye,1969,NA,NA,Nass
434,422,Lake Sockeye,1969,NA,NA,Nass
435,423,Lake Sockeye,1969,NA,NA,Nass
436,419,Lake Sockeye,1969,NA,NA,Nass
437,424,Lake Sockeye,1969,NA,NA,Nass
438,425,Lake Sockeye,1969,NA,NA,Nass
439,426,River Sockeye,1969,NA,NA,Nass
440,427,River Sockeye,1969,NA,NA,Nass
441,401,Chinook,1970,NA,NA,Nass
442,402,Chinook,1970,NA,NA,Nass
443,405,Chum,1970,20325,32108,Nass
444,406,Chum,1970,14353,22674,Nass
445,404,Chum,1970,34742,54885,Nass
446,408,Coho,1970,NA,NA,Nass
447,410,Coho,1970,NA,NA,Nass
448,409,Coho,1970,NA,NA,Nass
449,414,Pink (Odd),1970,NA,NA,Nass
450,219,Pink (Even),1970,1521990,2404378,Nass
451,412,Pink (Even),1970,NA,NA,Nass
452,415,Pink (Odd),1970,NA,NA,Nass
453,420,Lake Sockeye,1970,NA,NA,Nass
454,418,Lake Sockeye,1970,NA,NA,Nass
455,421,Lake Sockeye,1970,NA,NA,Nass
456,422,Lake Sockeye,1970,NA,NA,Nass
457,423,Lake Sockeye,1970,NA,NA,Nass
458,419,Lake Sockeye,1970,NA,NA,Nass
459,424,Lake Sockeye,1970,NA,NA,Nass
460,425,Lake Sockeye,1970,NA,NA,Nass
461,426,River Sockeye,1970,NA,NA,Nass
462,427,River Sockeye,1970,NA,NA,Nass
463,401,Chinook,1971,NA,NA,Nass
464,402,Chinook,1971,NA,NA,Nass
465,405,Chum,1971,NA,NA,Nass
466,406,Chum,1971,16992,26185,Nass
467,404,Chum,1971,21402,32981,Nass
468,408,Coho,1971,NA,NA,Nass
469,410,Coho,1971,NA,NA,Nass
470,409,Coho,1971,NA,NA,Nass
471,414,Pink (Odd),1971,238572,367647,Nass
472,219,Pink (Even),1971,NA,NA,Nass
473,412,Pink (Even),1971,NA,NA,Nass
474,415,Pink (Odd),1971,NA,NA,Nass
475,420,Lake Sockeye,1971,NA,NA,Nass
476,418,Lake Sockeye,1971,NA,NA,Nass
477,421,Lake Sockeye,1971,NA,NA,Nass
478,422,Lake Sockeye,1971,NA,NA,Nass
479,423,Lake Sockeye,1971,NA,NA,Nass
480,419,Lake Sockeye,1971,NA,NA,Nass
481,424,Lake Sockeye,1971,NA,NA,Nass
482,425,Lake Sockeye,1971,NA,NA,Nass
483,426,River Sockeye,1971,NA,NA,Nass
484,427,River Sockeye,1971,NA,NA,Nass
485,401,Chinook,1972,NA,NA,Nass
486,402,Chinook,1972,NA,NA,Nass
487,405,Chum,1972,NA,NA,Nass
488,406,Chum,1972,47017,74133,Nass
489,404,Chum,1972,63021,99367,Nass
490,408,Coho,1972,NA,NA,Nass
491,410,Coho,1972,NA,NA,Nass
492,409,Coho,1972,NA,NA,Nass
493,414,Pink (Odd),1972,NA,NA,Nass
494,219,Pink (Even),1972,2527505,3985183,Nass
495,412,Pink (Even),1972,NA,NA,Nass
496,415,Pink (Odd),1972,NA,NA,Nass
497,420,Lake Sockeye,1972,NA,NA,Nass
498,418,Lake Sockeye,1972,NA,NA,Nass
499,421,Lake Sockeye,1972,NA,NA,Nass
500,422,Lake Sockeye,1972,NA,NA,Nass
501,423,Lake Sockeye,1972,NA,NA,Nass
502,419,Lake Sockeye,1972,NA,NA,Nass
503,424,Lake Sockeye,1972,NA,NA,Nass
504,425,Lake Sockeye,1972,NA,NA,Nass
505,426,River Sockeye,1972,NA,NA,Nass
506,427,River Sockeye,1972,NA,NA,Nass
507,401,Chinook,1973,NA,NA,Nass
508,402,Chinook,1973,NA,NA,Nass
509,405,Chum,1973,NA,NA,Nass
510,406,Chum,1973,50375,72691,Nass
511,404,Chum,1973,45246,65290,Nass
512,408,Coho,1973,NA,NA,Nass
513,410,Coho,1973,NA,NA,Nass
514,409,Coho,1973,NA,NA,Nass
515,414,Pink (Odd),1973,124760,180029,Nass
516,219,Pink (Even),1973,NA,NA,Nass
517,412,Pink (Even),1973,NA,NA,Nass
518,415,Pink (Odd),1973,NA,NA,Nass
519,420,Lake Sockeye,1973,NA,NA,Nass
520,418,Lake Sockeye,1973,NA,NA,Nass
521,421,Lake Sockeye,1973,NA,NA,Nass
522,422,Lake Sockeye,1973,NA,NA,Nass
523,423,Lake Sockeye,1973,NA,NA,Nass
524,419,Lake Sockeye,1973,NA,NA,Nass
525,424,Lake Sockeye,1973,NA,NA,Nass
526,425,Lake Sockeye,1973,NA,NA,Nass
527,426,River Sockeye,1973,NA,NA,Nass
528,427,River Sockeye,1973,NA,NA,Nass
529,401,Chinook,1974,NA,NA,Nass
530,402,Chinook,1974,NA,NA,Nass
531,405,Chum,1974,2710,4625,Nass
532,406,Chum,1974,136927,233698,Nass
533,404,Chum,1974,51441,87797,Nass
534,408,Coho,1974,NA,NA,Nass
535,410,Coho,1974,NA,NA,Nass
536,409,Coho,1974,NA,NA,Nass
537,414,Pink (Odd),1974,NA,NA,Nass
538,219,Pink (Even),1974,766905,1308909,Nass
539,412,Pink (Even),1974,NA,NA,Nass
540,415,Pink (Odd),1974,NA,NA,Nass
541,420,Lake Sockeye,1974,NA,NA,Nass
542,418,Lake Sockeye,1974,NA,NA,Nass
543,421,Lake Sockeye,1974,NA,NA,Nass
544,422,Lake Sockeye,1974,NA,NA,Nass
545,423,Lake Sockeye,1974,NA,NA,Nass
546,419,Lake Sockeye,1974,NA,NA,Nass
547,424,Lake Sockeye,1974,NA,NA,Nass
548,425,Lake Sockeye,1974,NA,NA,Nass
549,426,River Sockeye,1974,NA,NA,Nass
550,427,River Sockeye,1974,NA,NA,Nass
551,401,Chinook,1975,NA,NA,Nass
552,402,Chinook,1975,NA,NA,Nass
553,405,Chum,1975,NA,NA,Nass
554,406,Chum,1975,27706,38744,Nass
555,404,Chum,1975,20638,28859,Nass
556,408,Coho,1975,NA,NA,Nass
557,410,Coho,1975,NA,NA,Nass
558,409,Coho,1975,NA,NA,Nass
559,414,Pink (Odd),1975,256227,358306,Nass
560,219,Pink (Even),1975,NA,NA,Nass
