,CUID,Species,Year,LGL counts,Total run,Region
1096,419,Lake Sockeye,1999,NA,NA,Nass
1097,424,Lake Sockeye,1999,180350,719135,Nass
1098,425,Lake Sockeye,1999,NA,NA,Nass
1099,426,River Sockeye,1999,8303,28890,Nass
1100,427,River Sockeye,1999,NA,NA,Nass
1101,401,Chinook,2000,1302,1958,Nass
1102,402,Chinook,2000,18047,32154,Nass
1103,405,Chum,2000,NA,NA,Nass
1104,406,Chum,2000,18461,28406,Nass
1105,404,Chum,2000,16633,25594,Nass
1106,408,Coho,2000,5885,12490,Nass
1107,410,Coho,2000,29115,60805,Nass
1108,409,Coho,2000,71137,151500,Nass
1109,414,Pink (Odd),2000,NA,NA,Nass
1110,219,Pink (Even),2000,1094709,1704339,Nass
1111,412,Pink (Even),2000,NA,NA,Nass
1112,415,Pink (Odd),2000,NA,NA,Nass
1113,420,Lake Sockeye,2000,NA,NA,Nass
1114,418,Lake Sockeye,2000,NA,NA,Nass
1115,421,Lake Sockeye,2000,500,1791,Nass
1116,422,Lake Sockeye,2000,500,1881,Nass
1117,423,Lake Sockeye,2000,NA,NA,Nass
1118,419,Lake Sockeye,2000,NA,NA,Nass
1119,424,Lake Sockeye,2000,137042,408442,Nass
1120,425,Lake Sockeye,2000,NA,NA,Nass
1121,426,River Sockeye,2000,2512,6424,Nass
1122,427,River Sockeye,2000,NA,NA,Nass
1123,401,Chinook,2001,4011,5220,Nass
1124,402,Chinook,2001,28329,44133,Nass
1125,405,Chum,2001,NA,NA,Nass
1126,406,Chum,2001,30223,40619,Nass
1127,404,Chum,2001,17916,24078,Nass
1128,408,Coho,2001,67395,144422,Nass
1129,410,Coho,2001,47639,95476,Nass
1130,409,Coho,2001,79726,171616,Nass
1131,414,Pink (Odd),2001,1471653,2085783,Nass
1132,219,Pink (Even),2001,NA,NA,Nass
1133,412,Pink (Even),2001,NA,NA,Nass
1134,415,Pink (Odd),2001,NA,NA,Nass
1135,420,Lake Sockeye,2001,NA,NA,Nass
1136,418,Lake Sockeye,2001,NA,NA,Nass
1137,421,Lake Sockeye,2001,1750,7053,Nass
1138,422,Lake Sockeye,2001,1408,4700,Nass
1139,423,Lake Sockeye,2001,NA,NA,Nass
1140,419,Lake Sockeye,2001,NA,NA,Nass
1141,424,Lake Sockeye,2001,116192,398505,Nass
1142,425,Lake Sockeye,2001,NA,NA,Nass
1143,426,River Sockeye,2001,5595,17199,Nass
1144,427,River Sockeye,2001,NA,NA,Nass
1145,401,Chinook,2002,1452,2465,Nass
1146,402,Chinook,2002,13352,26833,Nass
1147,405,Chum,2002,NA,NA,Nass
1148,406,Chum,2002,14674,19853,Nass
1149,404,Chum,2002,15708,21252,Nass
1150,408,Coho,2002,68045,87573,Nass
1151,410,Coho,2002,63016,78755,Nass
1152,409,Coho,2002,161262,207817,Nass
1153,414,Pink (Odd),2002,NA,NA,Nass
1154,219,Pink (Even),2002,2281210,3229840,Nass
1155,412,Pink (Even),2002,NA,NA,Nass
1156,415,Pink (Odd),2002,NA,NA,Nass
1157,420,Lake Sockeye,2002,NA,NA,Nass
1158,418,Lake Sockeye,2002,NA,NA,Nass
1159,421,Lake Sockeye,2002,463,1663,Nass
1160,422,Lake Sockeye,2002,5887,23536,Nass
1161,423,Lake Sockeye,2002,NA,NA,Nass
1162,419,Lake Sockeye,2002,NA,NA,Nass
1163,424,Lake Sockeye,2002,332442,1139268,Nass
1164,425,Lake Sockeye,2002,NA,NA,Nass
1165,426,River Sockeye,2002,899,2908,Nass
1166,427,River Sockeye,2002,NA,NA,Nass
1167,401,Chinook,2003,2425,3483,Nass
1168,402,Chinook,2003,25848,41868,Nass
1169,405,Chum,2003,NA,NA,Nass
1170,406,Chum,2003,64199,86800,Nass
1171,404,Chum,2003,8038,10867,Nass
1172,408,Coho,2003,49829,91978,Nass
1173,410,Coho,2003,23508,39493,Nass
1174,409,Coho,2003,67564,124915,Nass
1175,414,Pink (Odd),2003,1565131,2181863,Nass
1176,219,Pink (Even),2003,NA,NA,Nass
1177,412,Pink (Even),2003,NA,NA,Nass
1178,415,Pink (Odd),2003,NA,NA,Nass
1179,420,Lake Sockeye,2003,NA,NA,Nass
1180,418,Lake Sockeye,2003,NA,NA,Nass
1181,421,Lake Sockeye,2003,1568,6004,Nass
1182,422,Lake Sockeye,2003,NA,NA,Nass
1183,423,Lake Sockeye,2003,NA,NA,Nass
1184,419,Lake Sockeye,2003,NA,NA,Nass
1185,424,Lake Sockeye,2003,196852,907145,Nass
1186,425,Lake Sockeye,2003,NA,NA,Nass
1187,426,River Sockeye,2003,5866,29597,Nass
1188,427,River Sockeye,2003,275,1057,Nass
1189,401,Chinook,2004,1691,2888,Nass
1190,402,Chinook,2004,15185,30350,Nass
1191,405,Chum,2004,NA,NA,Nass
1192,406,Chum,2004,49012,64222,Nass
1193,404,Chum,2004,38560,50526,Nass
1194,408,Coho,2004,22542,50525,Nass
1195,410,Coho,2004,30501,57284,Nass
1196,409,Coho,2004,45955,103249,Nass
1197,414,Pink (Odd),2004,NA,NA,Nass
1198,219,Pink (Even),2004,2220776,3706813,Nass
1199,412,Pink (Even),2004,NA,NA,Nass
1200,415,Pink (Odd),2004,NA,NA,Nass
1201,420,Lake Sockeye,2004,NA,NA,Nass
1202,418,Lake Sockeye,2004,NA,NA,Nass
1203,421,Lake Sockeye,2004,586,2618,Nass
1204,422,Lake Sockeye,2004,800,3269,Nass
1205,423,Lake Sockeye,2004,NA,NA,Nass
1206,419,Lake Sockeye,2004,NA,NA,Nass
1207,424,Lake Sockeye,2004,140923,650695,Nass
1208,425,Lake Sockeye,2004,NA,NA,Nass
1209,426,River Sockeye,2004,2298,10481,Nass
1210,427,River Sockeye,2004,1240,5726,Nass
1211,401,Chinook,2005,1865,2835,Nass
1212,402,Chinook,2005,13706,24969,Nass
1213,405,Chum,2005,18970,23854,Nass
1214,406,Chum,2005,29866,37556,Nass
1215,404,Chum,2005,20263,25480,Nass
1216,408,Coho,2005,32219,74967,Nass
1217,410,Coho,2005,40488,86880,Nass
1218,409,Coho,2005,87153,204125,Nass
1219,414,Pink (Odd),2005,1782531,2562613,Nass
1220,219,Pink (Even),2005,NA,NA,Nass
1221,412,Pink (Even),2005,NA,NA,Nass
1222,415,Pink (Odd),2005,NA,NA,Nass
1223,420,Lake Sockeye,2005,NA,NA,Nass
1224,418,Lake Sockeye,2005,NA,NA,Nass
1225,421,Lake Sockeye,2005,505,1370,Nass
1226,422,Lake Sockeye,2005,4235,11693,Nass
1227,423,Lake Sockeye,2005,NA,NA,Nass
1228,419,Lake Sockeye,2005,NA,NA,Nass
1229,424,Lake Sockeye,2005,142858,428567,Nass
1230,425,Lake Sockeye,2005,NA,NA,Nass
1231,426,River Sockeye,2005,7074,22881,Nass
1232,427,River Sockeye,2005,1516,4071,Nass
1233,401,Chinook,2006,4467,6107,Nass
1234,402,Chinook,2006,23594,38097,Nass
1235,405,Chum,2006,NA,NA,Nass
1236,406,Chum,2006,51107,62326,Nass
1237,404,Chum,2006,22443,27370,Nass
1238,408,Coho,2006,22162,42153,Nass
1239,410,Coho,2006,31394,55452,Nass
1240,409,Coho,2006,48137,91941,Nass
1241,414,Pink (Odd),2006,NA,NA,Nass
1242,219,Pink (Even),2006,394700,482321,Nass
1243,412,Pink (Even),2006,NA,NA,Nass
1244,415,Pink (Odd),2006,NA,NA,Nass
1245,420,Lake Sockeye,2006,NA,NA,Nass
1246,418,Lake Sockeye,2006,NA,NA,Nass
1247,421,Lake Sockeye,2006,1701,4786,Nass
1248,422,Lake Sockeye,2006,NA,NA,Nass
1249,423,Lake Sockeye,2006,NA,NA,Nass
1250,419,Lake Sockeye,2006,NA,NA,Nass
1251,424,Lake Sockeye,2006,146954,459809,Nass
1252,425,Lake Sockeye,2006,NA,NA,Nass
1253,426,River Sockeye,2006,2809,9534,Nass
1254,427,River Sockeye,2006,356,986,Nass
1255,401,Chinook,2007,2828,3848,Nass
1256,402,Chinook,2007,22136,36291,Nass
1257,405,Chum,2007,NA,NA,Nass
1258,406,Chum,2007,10946,13780,Nass
1259,404,Chum,2007,17976,22631,Nass
1260,408,Coho,2007,51738,102208,Nass
1261,410,Coho,2007,41205,76695,Nass
1262,409,Coho,2007,48987,97235,Nass
1263,414,Pink (Odd),2007,1111938,1787897,Nass
1264,219,Pink (Even),2007,NA,NA,Nass
1265,412,Pink (Even),2007,NA,NA,Nass
1266,415,Pink (Odd),2007,NA,NA,Nass
1267,420,Lake Sockeye,2007,NA,NA,Nass
1268,418,Lake Sockeye,2007,NA,NA,Nass
1269,421,Lake Sockeye,2007,2067,9483,Nass
1270,422,Lake Sockeye,2007,5665,16380,Nass
1271,423,Lake Sockeye,2007,NA,NA,Nass
1272,419,Lake Sockeye,2007,NA,NA,Nass
1273,424,Lake Sockeye,2007,104308,389065,Nass
1274,425,Lake Sockeye,2007,NA,NA,Nass
1275,426,River Sockeye,2007,18212,49306,Nass
1276,427,River Sockeye,2007,180,940,Nass
1277,401,Chinook,2008,2508,3166,Nass
1278,402,Chinook,2008,19630,27095,Nass
1279,405,Chum,2008,NA,NA,Nass
1280,406,Chum,2008,3038,3596,Nass
1281,404,Chum,2008,20751,24559,Nass
1282,408,Coho,2008,18847,31588,Nass
1283,410,Coho,2008,12526,20424,Nass
1284,409,Coho,2008,84105,141094,Nass
1285,414,Pink (Odd),2008,NA,NA,Nass
1286,219,Pink (Even),2008,213534,251549,Nass
1287,412,Pink (Even),2008,NA,NA,Nass
1288,415,Pink (Odd),2008,NA,NA,Nass
1289,420,Lake Sockeye,2008,NA,NA,Nass
1290,418,Lake Sockeye,2008,NA,NA,Nass
1291,421,Lake Sockeye,2008,2000,3801,Nass
1292,422,Lake Sockeye,2008,NA,NA,Nass
1293,423,Lake Sockeye,2008,NA,NA,Nass
1294,419,Lake Sockeye,2008,NA,NA,Nass
1295,424,Lake Sockeye,2008,150383,259673,Nass
1296,425,Lake Sockeye,2008,NA,NA,Nass
1297,426,River Sockeye,2008,12197,19105,Nass
1298,427,River Sockeye,2008,113,218,Nass
1299,401,Chinook,2009,3350,4022,Nass
1300,402,Chinook,2009,26226,35799,Nass
1301,405,Chum,2009,13821,17070,Nass
1302,406,Chum,2009,20071,24790,Nass
1303,404,Chum,2009,13983,17270,Nass
1304,408,Coho,2009,79443,121407,Nass
1305,410,Coho,2009,43342,63533,Nass
1306,409,Coho,2009,188903,290369,Nass
1307,414,Pink (Odd),2009,1175949,1498016,Nass
1308,219,Pink (Even),2009,NA,NA,Nass
1309,412,Pink (Even),2009,NA,NA,Nass
1310,415,Pink (Odd),2009,NA,NA,Nass
1311,420,Lake Sockeye,2009,NA,NA,Nass
1312,418,Lake Sockeye,2009,NA,NA,Nass
1313,421,Lake Sockeye,2009,1716,4166,Nass
1314,422,Lake Sockeye,2009,107,256,Nass
1315,423,Lake Sockeye,2009,NA,NA,Nass
1316,419,Lake Sockeye,2009,NA,NA,Nass
1317,424,Lake Sockeye,2009,168404,398185,Nass
1318,425,Lake Sockeye,2009,NA,NA,Nass
1319,426,River Sockeye,2009,17531,38823,Nass
1320,427,River Sockeye,2009,225,556,Nass
1321,401,Chinook,2010,2348,2869,Nass
1322,402,Chinook,2010,18381,24992,Nass
1323,405,Chum,2010,18428,21847,Nass
1324,406,Chum,2010,8383,9938,Nass
1325,404,Chum,2010,8234,9762,Nass
1326,408,Coho,2010,35227,65473,Nass
1327,410,Coho,2010,29250,51067,Nass
1328,409,Coho,2010,83786,156151,Nass
1329,414,Pink (Odd),2010,NA,NA,Nass
1330,219,Pink (Even),2010,1009340,1186567,Nass
1331,412,Pink (Even),2010,NA,NA,Nass
1332,415,Pink (Odd),2010,NA,NA,Nass
1333,420,Lake Sockeye,2010,NA,NA,Nass
1334,418,Lake Sockeye,2010,NA,NA,Nass
1335,421,Lake Sockeye,2010,1970,3454,Nass
1336,422,Lake Sockeye,2010,48,82,Nass
1337,423,Lake Sockeye,2010,NA,NA,Nass
1338,419,Lake Sockeye,2010,NA,NA,Nass
1339,424,Lake Sockeye,2010,159120,307970,Nass
1340,425,Lake Sockeye,2010,NA,NA,Nass
1341,426,River Sockeye,2010,6860,14333,Nass
1342,427,River Sockeye,2010,186,328,Nass
1343,401,Chinook,2011,1226,1921,Nass
1344,402,Chinook,2011,9600,17649,Nass
1345,405,Chum,2011,21680,25335,Nass
1346,406,Chum,2011,6181,7224,Nass
1347,404,Chum,2011,9734,11376,Nass
1348,408,Coho,2011,5399,11498,Nass
1349,410,Coho,2011,19744,41055,Nass
1350,409,Coho,2011,72864,155562,Nass
1351,414,Pink (Odd),2011,203585,240409,Nass
1352,219,Pink (Even),2011,NA,NA,Nass
1353,412,Pink (Even),2011,NA,NA,Nass
1354,415,Pink (Odd),2011,NA,NA,Nass
1355,420,Lake Sockeye,2011,NA,NA,Nass
1356,418,Lake Sockeye,2011,NA,NA,Nass
1357,421,Lake Sockeye,2011,2996,6181,Nass
1358,422,Lake Sockeye,2011,10273,21412,Nass
1359,423,Lake Sockeye,2011,NA,NA,Nass
1360,419,Lake Sockeye,2011,NA,NA,Nass
1361,424,Lake Sockeye,2011,167524,334985,Nass
1362,425,Lake Sockeye,2011,NA,NA,Nass
1363,426,River Sockeye,2011,34951,72075,Nass
1364,427,River Sockeye,2011,4,7,Nass
1365,401,Chinook,2012,1110,1585,Nass
1366,402,Chinook,2012,8688,15068,Nass
1367,405,Chum,2012,8672,10366,Nass
1368,406,Chum,2012,15592,18638,Nass
1369,404,Chum,2012,13985,16717,Nass
1370,408,Coho,2012,26248,58102,Nass
1371,410,Coho,2012,26389,53363,Nass
1372,409,Coho,2012,62326,138310,Nass
1373,414,Pink (Odd),2012,NA,NA,Nass
1374,219,Pink (Even),2012,1033670,1298582,Nass
1375,412,Pink (Even),2012,NA,NA,Nass
1376,415,Pink (Odd),2012,NA,NA,Nass
1377,420,Lake Sockeye,2012,NA,NA,Nass
1378,418,Lake Sockeye,2012,NA,NA,Nass
1379,421,Lake Sockeye,2012,1915,4263,Nass
1380,422,Lake Sockeye,2012,3688,7921,Nass
1381,423,Lake Sockeye,2012,NA,NA,Nass
1382,419,Lake Sockeye,2012,NA,NA,Nass
1383,424,Lake Sockeye,2012,144923,342839,Nass
1384,425,Lake Sockeye,2012,NA,NA,Nass
1385,426,River Sockeye,2012,19934,50079,Nass
1386,427,River Sockeye,2012,6,13,Nass
1387,401,Chinook,2013,1023,1505,Nass
1388,402,Chinook,2013,8011,14717,Nass
1389,405,Chum,2013,5420,6593,Nass
1390,406,Chum,2013,14364,17471,Nass
1391,404,Chum,2013,10579,12868,Nass
1392,408,Coho,2013,166029,410315,Nass
1393,410,Coho,2013,70938,166868,Nass
1394,409,Coho,2013,117263,290062,Nass
1395,414,Pink (Odd),2013,1417685,1784313,Nass
1396,219,Pink (Even),2013,NA,NA,Nass
1397,412,Pink (Even),2013,NA,NA,Nass
1398,415,Pink (Odd),2013,NA,NA,Nass
1399,420,Lake Sockeye,2013,NA,NA,Nass
1400,418,Lake Sockeye,2013,NA,NA,Nass
1401,421,Lake Sockeye,2013,2300,5386,Nass
1402,422,Lake Sockeye,2013,397,913,Nass
1403,423,Lake Sockeye,2013,NA,NA,Nass
1404,419,Lake Sockeye,2013,NA,NA,Nass
1405,424,Lake Sockeye,2013,170376,407483,Nass
1406,425,Lake Sockeye,2013,NA,NA,Nass
1407,426,River Sockeye,2013,26636,63580,Nass
1408,427,River Sockeye,2013,554,1292,Nass
1409,401,Chinook,2014,1470,2254,Nass
1410,402,Chinook,2014,11509,21556,Nass
1411,405,Chum,2014,6775,8179,Nass
1412,406,Chum,2014,20326,24540,Nass
1413,404,Chum,2014,13311,16070,Nass
1414,408,Coho,2014,89279,169855,Nass
1415,410,Coho,2014,24774,45645,Nass
1416,409,Coho,2014,117657,224145,Nass
1417,414,Pink (Odd),2014,NA,NA,Nass
1418,219,Pink (Even),2014,3624384,4700646,Nass
1419,412,Pink (Even),2014,NA,NA,Nass
1420,415,Pink (Odd),2014,NA,NA,Nass
1421,420,Lake Sockeye,2014,NA,NA,Nass
1422,418,Lake Sockeye,2014,NA,NA,Nass
1423,421,Lake Sockeye,2014,4549,8779,Nass
1424,422,Lake Sockeye,2014,438,820,Nass
1425,423,Lake Sockeye,2014,NA,NA,Nass
1426,419,Lake Sockeye,2014,NA,NA,Nass
1427,424,Lake Sockeye,2014,144920,308009,Nass
1428,425,Lake Sockeye,2014,NA,NA,Nass
1429,426,River Sockeye,2014,20236,47716,Nass
1430,427,River Sockeye,2014,605,1141,Nass
1431,401,Chinook,2015,2333,3329,Nass
1432,402,Chinook,2015,18262,31154,Nass
1433,405,Chum,2015,24661,31386,Nass
1434,406,Chum,2015,39939,50830,Nass
1435,404,Chum,2015,79501,101182,Nass
1436,408,Coho,2015,6090,26904,Nass
1437,410,Coho,2015,8139,31932,Nass
1438,409,Coho,2015,41725,185720,Nass
1439,414,Pink (Odd),2015,756813,984862,Nass
1440,219,Pink (Even),2015,NA,NA,Nass
1441,412,Pink (Even),2015,NA,NA,Nass
1442,415,Pink (Odd),2015,NA,NA,Nass
1443,420,Lake Sockeye,2015,NA,NA,Nass
1444,418,Lake Sockeye,2015,NA,NA,Nass
1445,421,Lake Sockeye,2015,4117,10056,Nass
1446,422,Lake Sockeye,2015,7044,17533,Nass
1447,423,Lake Sockeye,2015,NA,NA,Nass
1448,419,Lake Sockeye,2015,NA,NA,Nass
1449,424,Lake Sockeye,2015,185917,414556,Nass
1450,425,Lake Sockeye,2015,NA,NA,Nass
1451,426,River Sockeye,2015,54634,108591,Nass
1452,427,River Sockeye,2015,550,1312,Nass
1453,401,Chinook,2016,1154,1838,Nass
1454,402,Chinook,2016,9037,17175,Nass
1455,405,Chum,2016,21951,25597,Nass
1456,406,Chum,2016,17432,20328,Nass
1457,404,Chum,2016,4688,5467,Nass
1458,408,Coho,2016,23700,65592,Nass
1459,410,Coho,2016,25971,68981,Nass
1460,409,Coho,2016,133562,370058,Nass
1461,414,Pink (Odd),2016,NA,NA,Nass
1462,219,Pink (Even),2016,824510,1075600,Nass
1463,412,Pink (Even),2016,NA,NA,Nass
1464,415,Pink (Odd),2016,NA,NA,Nass
1465,420,Lake Sockeye,2016,NA,NA,Nass
1466,418,Lake Sockeye,2016,NA,NA,Nass
1467,421,Lake Sockeye,2016,3548,5859,Nass
1468,422,Lake Sockeye,2016,19797,33367,Nass
1469,423,Lake Sockeye,2016,NA,NA,Nass
1470,419,Lake Sockeye,2016,NA,NA,Nass
1471,424,Lake Sockeye,2016,109868,174003,Nass
1472,425,Lake Sockeye,2016,NA,NA,Nass
1473,426,River Sockeye,2016,22282,34323,Nass
1474,427,River Sockeye,2016,2602,4224,Nass
1475,401,Chinook,2017,565,1061,Nass
1476,402,Chinook,2017,4419,10428,Nass
1477,405,Chum,2017,NA,NA,Nass
1478,406,Chum,2017,22780,24564,Nass
1479,404,Chum,2017,NA,NA,Nass
1480,408,Coho,2017,71388,137606,Nass
1481,410,Coho,2017,9265,17032,Nass
1482,409,Coho,2017,109481,213019,Nass
1483,414,Pink (Odd),2017,1471216,1713019,Nass
1484,219,Pink (Even),2017,NA,NA,Nass
1485,412,Pink (Even),2017,NA,NA,Nass
1486,415,Pink (Odd),2017,NA,NA,Nass
1487,420,Lake Sockeye,2017,NA,NA,Nass
1488,418,Lake Sockeye,2017,NA,NA,Nass
1489,421,Lake Sockeye,2017,NA,NA,Nass
1490,422,Lake Sockeye,2017,7240,10631,Nass
1491,423,Lake Sockeye,2017,NA,NA,Nass
1492,419,Lake Sockeye,2017,NA,NA,Nass
1493,424,Lake Sockeye,2017,119088,195752,Nass
1494,425,Lake Sockeye,2017,NA,NA,Nass
1495,426,River Sockeye,2017,14147,25715,Nass
1496,427,River Sockeye,2017,237,354,Nass
1497,401,Chinook,2018,1849,2398,Nass
1498,402,Chinook,2018,14470,21092,Nass
1499,405,Chum,2018,NA,NA,Nass
1500,406,Chum,2018,48227,52568,Nass
1501,404,Chum,2018,17544,19124,Nass
1502,408,Coho,2018,8498,17288,Nass
1503,410,Coho,2018,6147,12076,Nass
1504,409,Coho,2018,57903,118431,Nass
1505,414,Pink (Odd),2018,NA,NA,Nass
1506,219,Pink (Even),2018,351319,390107,Nass
1507,412,Pink (Even),2018,NA,NA,Nass
1508,415,Pink (Odd),2018,NA,NA,Nass
1509,420,Lake Sockeye,2018,NA,NA,Nass
1510,418,Lake Sockeye,2018,NA,NA,Nass
1511,421,Lake Sockeye,2018,4675,6588,Nass
1512,422,Lake Sockeye,2018,290,413,Nass
1513,423,Lake Sockeye,2018,NA,NA,Nass
1514,419,Lake Sockeye,2018,NA,NA,Nass
1515,424,Lake Sockeye,2018,96827,137217,Nass
1516,425,Lake Sockeye,2018,NA,NA,Nass
1517,426,River Sockeye,2018,40005,55570,Nass
1518,427,River Sockeye,2018,2,3,Nass
1519,401,Chinook,2019,1340,1961,Nass
1520,402,Chinook,2019,10493,18871,Nass
1521,405,Chum,2019,NA,NA,Nass
1522,406,Chum,2019,24181,27663,Nass
1523,404,Chum,2019,65741,75207,Nass
1524,408,Coho,2019,24509,40165,Nass
1525,410,Coho,2019,26954,43503,Nass
1526,409,Coho,2019,92666,152680,Nass
1527,414,Pink (Odd),2019,254459,296462,Nass
1528,219,Pink (Even),2019,NA,NA,Nass
1529,412,Pink (Even),2019,NA,NA,Nass
1530,415,Pink (Odd),2019,NA,NA,Nass
1531,420,Lake Sockeye,2019,NA,NA,Nass
1532,418,Lake Sockeye,2019,NA,NA,Nass
1533,421,Lake Sockeye,2019,1777,2880,Nass
1534,422,Lake Sockeye,2019,6007,9902,Nass
1535,423,Lake Sockeye,2019,NA,NA,Nass
1536,419,Lake Sockeye,2019,NA,NA,Nass
1537,424,Lake Sockeye,2019,88128,137930,Nass
1538,425,Lake Sockeye,2019,NA,NA,Nass
1539,426,River Sockeye,2019,67192,99215,Nass
1540,427,River Sockeye,2019,1295,2153,Nass
1541,401,Chinook,2020,2049,2672,Nass
1542,402,Chinook,2020,12266,18955,Nass
1543,405,Chum,2020,NA,NA,Nass
1544,406,Chum,2020,101611,110691,Nass
1545,404,Chum,2020,NA,NA,Nass
1546,408,Coho,2020,15914,37950,Nass
1547,410,Coho,2020,27179,64239,Nass
1548,409,Coho,2020,53144,127550,Nass
1549,414,Pink (Odd),2020,NA,NA,Nass
1550,219,Pink (Even),2020,3695116,4003914,Nass
1551,412,Pink (Even),2020,NA,NA,Nass
1552,415,Pink (Odd),2020,NA,NA,Nass
1553,420,Lake Sockeye,2020,NA,NA,Nass
1554,418,Lake Sockeye,2020,NA,NA,Nass
1555,421,Lake Sockeye,2020,4883,6962,Nass
1556,422,Lake Sockeye,2020,3256,4770,Nass
1557,423,Lake Sockeye,2020,NA,NA,Nass
1558,419,Lake Sockeye,2020,NA,NA,Nass
1559,424,Lake Sockeye,2020,126468,171936,Nass
1560,425,Lake Sockeye,2020,NA,NA,Nass
1561,426,River Sockeye,2020,20656,26684,Nass
1562,427,River Sockeye,2020,351,504,Nass
1563,401,Chinook,2021,1492,2103,Nass
1564,402,Chinook,2021,11250,17996,Nass
1565,405,Chum,2021,NA,NA,Nass
1566,406,Chum,2021,118172,138617,Nass
1567,404,Chum,2021,NA,NA,Nass
1568,408,Coho,2021,28610,58953,Nass
1569,410,Coho,2021,48863,99744,Nass
1570,409,Coho,2021,103333,213919,Nass
1571,414,Pink (Odd),2021,900891,1085874,Nass
1572,219,Pink (Even),2021,NA,NA,Nass
1573,412,Pink (Even),2021,NA,NA,Nass
1574,415,Pink (Odd),2021,NA,NA,Nass
1575,420,Lake Sockeye,2021,NA,NA,Nass
1576,418,Lake Sockeye,2021,NA,NA,Nass
1577,421,Lake Sockeye,2021,8224,12968,Nass
1578,422,Lake Sockeye,2021,8478,14086,Nass
1579,423,Lake Sockeye,2021,NA,NA,Nass
1580,419,Lake Sockeye,2021,NA,NA,Nass
1581,424,Lake Sockeye,2021,273955,391720,Nass
1582,425,Lake Sockeye,2021,NA,NA,Nass
1583,426,River Sockeye,2021,22685,28343,Nass
1584,427,River Sockeye,2021,356,629,Nass
1585,401,Chinook,2022,4800,5777,Nass
1586,402,Chinook,2022,13404,17730,Nass
1587,405,Chum,2022,NA,NA,Nass
1588,406,Chum,2022,97478,110999,Nass
1589,404,Chum,2022,NA,NA,Nass
1590,408,Coho,2022,109238,190668,Nass
1591,410,Coho,2022,52839,91670,Nass
1592,409,Coho,2022,129357,226871,Nass
1593,414,Pink (Odd),2022,NA,NA,Nass
1594,219,Pink (Even),2022,6047266,6940451,Nass
1595,412,Pink (Even),2022,NA,NA,Nass
1596,415,Pink (Odd),2022,NA,NA,Nass
1597,420,Lake Sockeye,2022,NA,NA,Nass
1598,418,Lake Sockeye,2022,NA,NA,Nass
1599,421,Lake Sockeye,2022,11367,16615,Nass
1600,422,Lake Sockeye,2022,5115,7708,Nass
1601,423,Lake Sockeye,2022,NA,NA,Nass
1602,419,Lake Sockeye,2022,NA,NA,Nass
1603,424,Lake Sockeye,2022,343765,481470,Nass
1604,425,Lake Sockeye,2022,NA,NA,Nass
1605,426,River Sockeye,2022,20273,25512,Nass
1606,427,River Sockeye,2022,208,325,Nass